user_id,country,device_type,plan_type,signup_ts,device_added,device_added_ts,device_configured,device_configured_ts,alert_viewed,alert_viewed_ts,alert_resolved,alert_resolved_ts
6203,FR,tracker,enterprise,2024-05-08,1,2024-05-09 18:00:00,1,2024-05-10 14:00:00,0,,0,
6204,US,tracker,pro,2024-02-11,1,2024-02-13 05:00:00,1,2024-02-13 07:00:00,1,2024-02-13 08:00:00,1,2024-02-14 18:00:00
6205,DE,sensor,pro,2024-05-15,1,2024-05-16 05:00:00,0,,0,,0,
6206,FR,sensor,free,2024-02-04,1,2024-02-05 21:00:00,0,,0,,0,
6207,IN,gateway,pro,2024-04-18,1,2024-04-18 23:00:00,1,2024-04-19 01:00:00,1,2024-04-21 12:00:00,0,
6208,IN,gateway,pro,2024-02-04,1,2024-02-06 12:00:00,1,2024-02-09 06:00:00,0,,0,
6209,IN,gateway,free,2024-05-14,1,2024-05-16 12:00:00,0,,0,,0,
6210,DE,gateway,pro,2024-01-23,1,2024-01-23 21:00:00,1,2024-01-24 12:00:00,1,2024-01-26 02:00:00,0,
6211,IN,sensor,pro,2024-01-23,1,2024-01-25 11:00:00,1,2024-01-27 15:00:00,0,,0,
6212,DE,sensor,free,2024-02-15,1,2024-02-16 16:00:00,0,,0,,0,
6213,IN,sensor,free,2024-01-19,1,2024-01-19 01:00:00,0,,0,,0,
6214,IN,gateway,pro,2024-03-19,0,2024-03-20 01:00:00,0,,0,,0,
6215,UK,gateway,free,2024-03-12,1,2024-03-12 16:00:00,0,,0,,0,
6216,UK,sensor,free,2024-04-06,1,2024-04-07 09:00:00,1,2024-04-09 01:00:00,0,,0,
6217,DE,gateway,free,2024-01-13,1,2024-01-13 22:00:00,1,2024-01-16 09:00:00,0,,0,
6218,IN,sensor,free,2024-06-26,1,2024-06-28 19:00:00,0,,0,,0,
6219,IN,sensor,free,2024-06-07,1,2024-06-09 19:00:00,1,2024-06-10 11:00:00,0,,0,
6220,DE,gateway,free,2024-03-24,0,2024-03-25 19:00:00,0,,0,,0,
6221,UK,sensor,pro,2024-05-06,1,2024-05-08 04:00:00,1,2024-05-10 19:00:00,1,2024-05-13 11:00:00,1,2024-05-14 12:00:00
6222,US,gateway,pro,2024-06-14,1,2024-06-16 15:00:00,1,2024-06-17 16:00:00,1,2024-06-18 06:00:00,1,2024-06-20 19:00:00
6223,DE,tracker,pro,2024-02-26,1,2024-02-26 05:00:00,1,2024-02-29 00:00:00,1,2024-03-02 19:00:00,1,2024-03-03 07:00:00
6224,IN,tracker,free,2024-01-08,1,2024-01-09 01:00:00,1,2024-01-10 18:00:00,0,,0,
6225,DE,sensor,free,2024-04-09,1,2024-04-10 14:00:00,1,2024-04-12 21:00:00,1,2024-04-15 17:00:00,0,
6226,US,sensor,free,2024-01-14,1,2024-01-16 05:00:00,1,2024-01-16 08:00:00,1,2024-01-19 05:00:00,1,2024-01-21 18:00:00
6227,DE,gateway,pro,2024-04-03,1,2024-04-03 16:00:00,1,2024-04-04 19:00:00,1,2024-04-06 16:00:00,1,2024-04-06 22:00:00
6228,FR,gateway,pro,2024-06-27,1,2024-06-29 22:00:00,1,2024-06-30 12:00:00,1,2024-06-30 21:00:00,1,2024-07-01 19:00:00
6229,UK,gateway,pro,2024-01-09,0,2024-01-09 10:00:00,0,,0,,0,
6230,IN,sensor,free,2024-05-20,1,2024-05-22 07:00:00,1,2024-05-22 17:00:00,0,,0,
6231,US,sensor,pro,2024-02-07,1,2024-02-07 14:00:00,1,2024-02-09 19:00:00,1,2024-02-12 13:00:00,1,2024-02-14 00:00:00
6232,FR,gateway,free,2024-01-21,1,2024-01-23 21:00:00,1,2024-01-26 20:00:00,0,,0,
6233,US,gateway,pro,2024-06-05,1,2024-06-07 23:00:00,1,2024-06-09 15:00:00,1,2024-06-10 06:00:00,0,
6234,DE,sensor,free,2024-03-24,1,2024-03-26 06:00:00,1,2024-03-27 06:00:00,1,2024-03-27 08:00:00,0,
6235,IN,sensor,free,2024-05-07,1,2024-05-09 08:00:00,1,2024-05-09 18:00:00,0,,0,
6236,UK,gateway,free,2024-06-26,1,2024-06-28 09:00:00,1,2024-06-30 10:00:00,1,2024-06-30 22:00:00,1,2024-07-03 21:00:00
6237,US,sensor,pro,2024-05-07,0,2024-05-07 15:00:00,0,,0,,0,
6238,US,sensor,free,2024-01-09,1,2024-01-09 16:00:00,1,2024-01-11 01:00:00,1,2024-01-11 14:00:00,1,2024-01-11 16:00:00
6239,UK,sensor,free,2024-01-15,1,2024-01-15 21:00:00,0,,0,,0,
6240,UK,sensor,free,2024-06-29,0,2024-07-01 20:00:00,0,,0,,0,
6241,FR,gateway,enterprise,2024-06-29,1,2024-06-30 01:00:00,1,2024-07-01 21:00:00,1,2024-07-03 07:00:00,0,
6242,DE,sensor,free,2024-01-03,1,2024-01-05 18:00:00,0,,0,,0,
6243,US,sensor,pro,2024-03-27,1,2024-03-29 18:00:00,1,2024-03-30 23:00:00,0,,0,
6244,US,sensor,enterprise,2024-01-22,1,2024-01-23 23:00:00,1,2024-01-25 15:00:00,1,2024-01-26 07:00:00,1,2024-01-27 10:00:00
6245,UK,sensor,enterprise,2024-02-08,1,2024-02-08 05:00:00,1,2024-02-08 12:00:00,0,,0,
6246,US,gateway,pro,2024-01-09,1,2024-01-09 22:00:00,1,2024-01-11 13:00:00,0,,0,
6247,DE,sensor,pro,2024-06-10,1,2024-06-12 21:00:00,1,2024-06-13 22:00:00,1,2024-06-14 14:00:00,0,
6248,UK,gateway,free,2024-01-12,1,2024-01-13 16:00:00,0,,0,,0,
6249,US,sensor,free,2024-02-03,1,2024-02-05 00:00:00,0,,0,,0,
6250,DE,sensor,pro,2024-02-14,1,2024-02-16 22:00:00,1,2024-02-19 21:00:00,1,2024-02-21 21:00:00,0,
6251,IN,sensor,free,2024-04-06,1,2024-04-07 14:00:00,1,2024-04-09 15:00:00,0,,0,
6252,DE,sensor,free,2024-02-19,1,2024-02-21 23:00:00,1,2024-02-24 08:00:00,0,,0,
6253,IN,gateway,pro,2024-04-08,1,2024-04-08 18:00:00,1,2024-04-11 16:00:00,1,2024-04-13 23:00:00,0,
6254,DE,sensor,pro,2024-06-04,1,2024-06-05 01:00:00,1,2024-06-05 16:00:00,1,2024-06-06 18:00:00,1,2024-06-07 16:00:00
6255,IN,tracker,pro,2024-02-08,1,2024-02-10 19:00:00,1,2024-02-10 21:00:00,0,,0,
6256,US,sensor,pro,2024-01-03,1,2024-01-03 21:00:00,1,2024-01-04 09:00:00,1,2024-01-05 07:00:00,1,2024-01-06 23:00:00
6257,US,sensor,pro,2024-06-23,1,2024-06-25 01:00:00,0,,0,,0,
6258,US,sensor,free,2024-01-12,1,2024-01-13 18:00:00,1,2024-01-16 06:00:00,1,2024-01-17 11:00:00,1,2024-01-19 16:00:00
6259,UK,gateway,free,2024-02-12,1,2024-02-14 04:00:00,1,2024-02-16 22:00:00,0,,0,
6260,DE,sensor,enterprise,2024-03-17,1,2024-03-19 16:00:00,1,2024-03-21 11:00:00,1,2024-03-22 04:00:00,0,
6261,DE,sensor,free,2024-04-29,1,2024-04-30 22:00:00,1,2024-05-02 08:00:00,0,,0,
6262,UK,sensor,free,2024-01-18,0,2024-01-19 19:00:00,0,,0,,0,
6263,DE,sensor,pro,2024-04-20,1,2024-04-22 15:00:00,0,,0,,0,
6264,FR,tracker,free,2024-03-30,0,2024-03-30 01:00:00,0,,0,,0,
6265,UK,gateway,free,2024-01-10,1,2024-01-11 02:00:00,1,2024-01-11 18:00:00,1,2024-01-13 16:00:00,1,2024-01-15 13:00:00
6266,US,gateway,free,2024-01-04,1,2024-01-05 01:00:00,1,2024-01-06 15:00:00,1,2024-01-07 03:00:00,0,
6267,FR,gateway,free,2024-04-10,1,2024-04-10 04:00:00,0,,0,,0,
6268,DE,gateway,free,2024-01-12,1,2024-01-14 12:00:00,1,2024-01-16 08:00:00,1,2024-01-16 14:00:00,1,2024-01-19 03:00:00
6269,IN,sensor,pro,2024-02-22,1,2024-02-23 19:00:00,1,2024-02-25 15:00:00,0,,0,
6270,US,gateway,free,2024-06-27,1,2024-06-27 07:00:00,0,,0,,0,
6271,IN,sensor,free,2024-01-16,1,2024-01-16 17:00:00,1,2024-01-18 15:00:00,0,,0,
6272,FR,sensor,free,2024-05-24,1,2024-05-24 06:00:00,0,,0,,0,
6273,DE,gateway,free,2024-04-04,1,2024-04-05 18:00:00,0,,0,,0,
6274,US,gateway,enterprise,2024-06-02,0,2024-06-03 20:00:00,0,,0,,0,
6275,US,gateway,free,2024-01-02,1,2024-01-02 21:00:00,1,2024-01-02 23:00:00,1,2024-01-05 19:00:00,0,
6276,US,gateway,enterprise,2024-01-29,1,2024-01-29 02:00:00,1,2024-01-31 17:00:00,1,2024-02-01 14:00:00,1,2024-02-02 20:00:00
6277,IN,sensor,free,2024-04-03,1,2024-04-03 13:00:00,1,2024-04-05 01:00:00,1,2024-04-06 06:00:00,0,
6278,IN,sensor,pro,2024-06-23,1,2024-06-24 08:00:00,0,,0,,0,
6279,UK,sensor,free,2024-05-18,1,2024-05-19 05:00:00,1,2024-05-19 23:00:00,0,,0,
6280,DE,gateway,free,2024-04-10,1,2024-04-10 05:00:00,0,,0,,0,
6281,UK,tracker,free,2024-06-10,1,2024-06-10 17:00:00,1,2024-06-11 21:00:00,1,2024-06-13 00:00:00,0,
6282,US,sensor,pro,2024-01-29,1,2024-01-29 15:00:00,1,2024-01-29 19:00:00,0,,0,
6283,UK,sensor,free,2024-04-30,1,2024-05-02 12:00:00,0,,0,,0,
6284,US,sensor,free,2024-06-25,1,2024-06-27 20:00:00,1,2024-06-30 12:00:00,0,,0,
6285,DE,tracker,pro,2024-04-29,1,2024-04-30 20:00:00,1,2024-05-03 06:00:00,1,2024-05-04 19:00:00,0,
6286,US,gateway,free,2024-03-31,1,2024-04-01 09:00:00,1,2024-04-04 00:00:00,1,2024-04-04 18:00:00,0,
6287,UK,sensor,free,2024-05-23,1,2024-05-23 10:00:00,1,2024-05-24 06:00:00,0,,0,
6288,IN,tracker,pro,2024-03-21,1,2024-03-22 23:00:00,1,2024-03-25 11:00:00,1,2024-03-25 17:00:00,0,
6289,FR,tracker,free,2024-05-21,1,2024-05-21 01:00:00,0,,0,,0,
6290,IN,sensor,pro,2024-01-13,1,2024-01-14 16:00:00,1,2024-01-16 05:00:00,1,2024-01-16 07:00:00,0,
6291,DE,tracker,free,2024-06-11,1,2024-06-11 22:00:00,1,2024-06-14 13:00:00,0,,0,
6292,IN,sensor,free,2024-02-21,1,2024-02-22 02:00:00,0,,0,,0,
6293,FR,sensor,free,2024-01-25,1,2024-01-26 11:00:00,1,2024-01-28 15:00:00,0,,0,
6294,IN,sensor,enterprise,2024-05-04,1,2024-05-05 09:00:00,1,2024-05-06 03:00:00,1,2024-05-07 22:00:00,1,2024-05-10 19:00:00
6295,UK,tracker,pro,2024-04-26,1,2024-04-26 10:00:00,1,2024-04-28 19:00:00,1,2024-05-01 03:00:00,0,
6296,UK,gateway,enterprise,2024-03-08,1,2024-03-10 13:00:00,1,2024-03-11 09:00:00,0,,0,
6297,IN,sensor,free,2024-06-18,1,2024-06-19 14:00:00,0,,0,,0,
6298,DE,tracker,pro,2024-06-24,1,2024-06-24 19:00:00,1,2024-06-27 15:00:00,1,2024-06-29 13:00:00,0,
6299,US,sensor,free,2024-04-27,1,2024-04-29 20:00:00,1,2024-04-30 22:00:00,0,,0,
6300,IN,gateway,free,2024-06-21,1,2024-06-21 07:00:00,0,,0,,0,
6301,UK,gateway,pro,2024-03-12,1,2024-03-12 12:00:00,1,2024-03-13 09:00:00,1,2024-03-16 02:00:00,0,
6302,IN,sensor,free,2024-03-12,1,2024-03-13 08:00:00,1,2024-03-15 15:00:00,1,2024-03-18 06:00:00,0,
6303,IN,sensor,free,2024-01-29,1,2024-01-30 03:00:00,0,,0,,0,
6304,UK,tracker,free,2024-01-03,1,2024-01-05 09:00:00,1,2024-01-06 08:00:00,0,,0,
6305,IN,sensor,pro,2024-01-21,1,2024-01-23 06:00:00,1,2024-01-26 04:00:00,1,2024-01-26 15:00:00,1,2024-01-26 21:00:00
6306,IN,gateway,free,2024-06-07,1,2024-06-09 21:00:00,1,2024-06-11 17:00:00,0,,0,
6307,IN,gateway,free,2024-05-20,1,2024-05-20 07:00:00,0,,0,,0,
6308,IN,gateway,enterprise,2024-06-24,1,2024-06-25 13:00:00,1,2024-06-28 06:00:00,1,2024-06-29 07:00:00,1,2024-06-29 16:00:00
6309,US,sensor,free,2024-04-05,1,2024-04-07 02:00:00,1,2024-04-09 05:00:00,0,,0,
6310,UK,sensor,free,2024-01-24,0,2024-01-24 09:00:00,0,,0,,0,
6311,IN,sensor,pro,2024-01-02,1,2024-01-02 05:00:00,1,2024-01-03 18:00:00,1,2024-01-04 05:00:00,0,
6312,US,tracker,pro,2024-01-03,1,2024-01-05 06:00:00,1,2024-01-06 22:00:00,1,2024-01-08 22:00:00,0,
6313,US,sensor,free,2024-06-02,1,2024-06-04 00:00:00,1,2024-06-05 03:00:00,1,2024-06-07 06:00:00,0,
6314,IN,sensor,pro,2024-01-02,1,2024-01-02 09:00:00,1,2024-01-05 02:00:00,1,2024-01-06 10:00:00,0,
6315,IN,tracker,free,2024-02-02,1,2024-02-04 04:00:00,1,2024-02-06 16:00:00,1,2024-02-07 04:00:00,0,
6316,FR,gateway,free,2024-02-03,1,2024-02-04 06:00:00,1,2024-02-06 14:00:00,1,2024-02-08 08:00:00,0,
6317,US,sensor,free,2024-03-30,1,2024-04-01 12:00:00,1,2024-04-03 16:00:00,1,2024-04-04 15:00:00,0,
6318,US,tracker,free,2024-04-07,1,2024-04-07 03:00:00,0,,0,,0,
6319,US,gateway,free,2024-02-07,1,2024-02-09 04:00:00,1,2024-02-09 18:00:00,1,2024-02-11 17:00:00,1,2024-02-12 09:00:00
6320,DE,sensor,enterprise,2024-05-06,1,2024-05-07 00:00:00,1,2024-05-08 08:00:00,1,2024-05-10 02:00:00,0,
6321,US,sensor,pro,2024-05-27,1,2024-05-28 04:00:00,1,2024-05-29 15:00:00,1,2024-05-31 06:00:00,1,2024-06-01 07:00:00
6322,US,gateway,enterprise,2024-05-17,1,2024-05-18 15:00:00,1,2024-05-20 16:00:00,1,2024-05-21 05:00:00,0,
6323,US,gateway,pro,2024-06-09,1,2024-06-11 07:00:00,1,2024-06-11 21:00:00,0,,0,
6324,IN,sensor,free,2024-05-01,1,2024-05-02 01:00:00,1,2024-05-04 12:00:00,1,2024-05-05 11:00:00,0,
6325,DE,sensor,free,2024-02-14,1,2024-02-14 14:00:00,1,2024-02-14 19:00:00,1,2024-02-16 16:00:00,0,
6326,DE,sensor,enterprise,2024-02-29,1,2024-02-29 11:00:00,0,,0,,0,
6327,FR,gateway,pro,2024-06-27,1,2024-06-28 23:00:00,1,2024-06-29 21:00:00,1,2024-07-02 09:00:00,0,
6328,IN,sensor,enterprise,2024-01-12,1,2024-01-13 03:00:00,1,2024-01-15 16:00:00,0,,0,
6329,IN,sensor,free,2024-05-16,1,2024-05-16 04:00:00,1,2024-05-17 01:00:00,1,2024-05-19 05:00:00,1,2024-05-19 20:00:00
6330,DE,gateway,free,2024-01-11,1,2024-01-13 03:00:00,0,,0,,0,
6331,DE,gateway,free,2024-05-28,1,2024-05-29 10:00:00,1,2024-05-31 13:00:00,1,2024-06-01 00:00:00,1,2024-06-03 09:00:00
6332,US,gateway,free,2024-01-26,1,2024-01-27 16:00:00,1,2024-01-29 16:00:00,0,,0,
6333,US,sensor,free,2024-05-26,1,2024-05-28 23:00:00,1,2024-05-29 14:00:00,1,2024-05-29 20:00:00,0,
6334,US,sensor,free,2024-01-17,1,2024-01-17 18:00:00,0,,0,,0,
6335,IN,sensor,pro,2024-06-20,1,2024-06-20 19:00:00,1,2024-06-23 04:00:00,1,2024-06-24 12:00:00,0,
6336,US,tracker,free,2024-05-08,1,2024-05-08 15:00:00,1,2024-05-10 23:00:00,0,,0,
6337,DE,gateway,free,2024-05-01,0,2024-05-01 12:00:00,0,,0,,0,
6338,DE,sensor,pro,2024-04-03,1,2024-04-04 11:00:00,0,,0,,0,
6339,IN,sensor,free,2024-04-30,1,2024-05-01 12:00:00,1,2024-05-03 20:00:00,0,,0,
6340,IN,gateway,pro,2024-04-24,1,2024-04-24 12:00:00,1,2024-04-26 12:00:00,1,2024-04-27 01:00:00,1,2024-04-29 13:00:00
6341,IN,gateway,free,2024-02-10,1,2024-02-10 16:00:00,1,2024-02-10 21:00:00,0,,0,
6342,US,sensor,pro,2024-05-31,0,2024-06-01 20:00:00,0,,0,,0,
6343,US,tracker,pro,2024-06-19,0,2024-06-20 20:00:00,0,,0,,0,
6344,UK,gateway,enterprise,2024-03-21,1,2024-03-22 12:00:00,1,2024-03-25 00:00:00,0,,0,
6345,IN,gateway,free,2024-04-27,1,2024-04-29 11:00:00,0,,0,,0,
6346,DE,tracker,free,2024-04-03,1,2024-04-04 06:00:00,1,2024-04-06 21:00:00,0,,0,
6347,IN,gateway,free,2024-04-25,1,2024-04-25 16:00:00,1,2024-04-28 09:00:00,0,,0,
6348,FR,gateway,free,2024-01-09,1,2024-01-09 09:00:00,1,2024-01-10 17:00:00,0,,0,
6349,US,tracker,free,2024-06-08,1,2024-06-09 22:00:00,1,2024-06-10 16:00:00,1,2024-06-11 04:00:00,0,
6350,US,sensor,pro,2024-06-17,1,2024-06-17 05:00:00,1,2024-06-17 23:00:00,1,2024-06-18 22:00:00,1,2024-06-21 20:00:00
6351,DE,sensor,free,2024-01-11,1,2024-01-11 18:00:00,1,2024-01-13 11:00:00,0,,0,
6352,US,tracker,pro,2024-04-25,1,2024-04-26 20:00:00,0,,0,,0,
6353,DE,gateway,pro,2024-01-18,1,2024-01-19 15:00:00,1,2024-01-21 18:00:00,1,2024-01-23 17:00:00,1,2024-01-25 02:00:00
6354,US,tracker,pro,2024-01-08,1,2024-01-10 18:00:00,1,2024-01-12 06:00:00,1,2024-01-15 04:00:00,0,
6355,FR,sensor,free,2024-01-27,1,2024-01-29 10:00:00,0,,0,,0,
6356,FR,gateway,enterprise,2024-01-09,1,2024-01-11 19:00:00,1,2024-01-13 05:00:00,0,,0,
6357,US,sensor,free,2024-01-02,1,2024-01-03 23:00:00,1,2024-01-04 14:00:00,0,,0,
6358,IN,gateway,free,2024-03-21,1,2024-03-23 05:00:00,1,2024-03-23 14:00:00,0,,0,
6359,FR,sensor,pro,2024-02-15,1,2024-02-17 03:00:00,1,2024-02-17 14:00:00,0,,0,
6360,US,sensor,free,2024-05-12,1,2024-05-13 21:00:00,0,,0,,0,
6361,DE,sensor,pro,2024-05-19,1,2024-05-21 00:00:00,1,2024-05-23 15:00:00,0,,0,
6362,IN,gateway,free,2024-06-20,1,2024-06-20 22:00:00,0,,0,,0,
6363,IN,sensor,free,2024-06-18,1,2024-06-18 12:00:00,0,,0,,0,
6364,IN,sensor,free,2024-04-08,0,2024-04-10 07:00:00,0,,0,,0,
6365,IN,sensor,free,2024-04-24,1,2024-04-25 21:00:00,0,,0,,0,
6366,US,sensor,free,2024-06-06,1,2024-06-08 15:00:00,1,2024-06-08 22:00:00,1,2024-06-11 10:00:00,1,2024-06-13 00:00:00
6367,IN,tracker,free,2024-02-21,1,2024-02-23 16:00:00,1,2024-02-26 02:00:00,0,,0,
6368,DE,sensor,pro,2024-02-16,1,2024-02-17 20:00:00,1,2024-02-19 14:00:00,1,2024-02-21 06:00:00,0,
6369,US,sensor,pro,2024-02-05,0,2024-02-05 15:00:00,0,,0,,0,
6370,UK,tracker,pro,2024-03-10,1,2024-03-10 17:00:00,1,2024-03-12 14:00:00,0,,0,
6371,US,gateway,pro,2024-02-01,1,2024-02-03 13:00:00,1,2024-02-06 12:00:00,1,2024-02-08 22:00:00,0,
6372,IN,gateway,free,2024-02-13,1,2024-02-14 02:00:00,0,,0,,0,
6373,FR,gateway,pro,2024-05-23,1,2024-05-24 05:00:00,1,2024-05-24 09:00:00,1,2024-05-26 13:00:00,1,2024-05-29 08:00:00
6374,FR,tracker,free,2024-03-11,1,2024-03-11 04:00:00,1,2024-03-12 19:00:00,1,2024-03-13 01:00:00,0,
6375,DE,sensor,free,2024-04-05,1,2024-04-06 03:00:00,1,2024-04-07 20:00:00,1,2024-04-08 10:00:00,0,
6376,DE,tracker,pro,2024-05-24,1,2024-05-25 18:00:00,1,2024-05-27 11:00:00,0,,0,
6377,US,tracker,free,2024-06-08,0,2024-06-09 00:00:00,0,,0,,0,
6378,UK,gateway,pro,2024-01-14,1,2024-01-14 19:00:00,1,2024-01-15 23:00:00,1,2024-01-17 11:00:00,0,
6379,FR,gateway,free,2024-06-02,1,2024-06-03 17:00:00,1,2024-06-05 12:00:00,0,,0,
6380,UK,gateway,free,2024-05-20,1,2024-05-20 13:00:00,1,2024-05-23 05:00:00,1,2024-05-24 12:00:00,0,
6381,US,sensor,free,2024-05-07,1,2024-05-09 18:00:00,1,2024-05-10 00:00:00,0,,0,
6382,US,sensor,free,2024-01-12,1,2024-01-14 16:00:00,1,2024-01-17 10:00:00,1,2024-01-19 23:00:00,0,
6383,DE,tracker,pro,2024-06-21,1,2024-06-21 12:00:00,0,,0,,0,
6384,IN,gateway,enterprise,2024-05-23,1,2024-05-24 05:00:00,0,,0,,0,
6385,IN,sensor,free,2024-02-21,1,2024-02-22 05:00:00,1,2024-02-22 06:00:00,0,,0,
6386,US,gateway,free,2024-05-28,1,2024-05-29 06:00:00,1,2024-05-29 21:00:00,0,,0,
6387,US,gateway,free,2024-01-24,1,2024-01-26 21:00:00,1,2024-01-27 20:00:00,1,2024-01-28 15:00:00,0,
6388,US,sensor,pro,2024-02-12,1,2024-02-12 13:00:00,1,2024-02-13 06:00:00,1,2024-02-14 04:00:00,1,2024-02-15 20:00:00
6389,IN,gateway,free,2024-05-02,1,2024-05-02 02:00:00,0,,0,,0,
6390,US,gateway,enterprise,2024-05-12,1,2024-05-13 09:00:00,0,,0,,0,
6391,DE,sensor,pro,2024-04-20,1,2024-04-20 04:00:00,1,2024-04-22 23:00:00,0,,0,
6392,IN,tracker,pro,2024-02-02,1,2024-02-04 08:00:00,0,,0,,0,
6393,UK,sensor,pro,2024-06-07,1,2024-06-09 09:00:00,1,2024-06-10 15:00:00,1,2024-06-11 08:00:00,0,
6394,US,sensor,pro,2024-01-09,1,2024-01-09 02:00:00,1,2024-01-09 12:00:00,0,,0,
6395,FR,sensor,pro,2024-02-04,1,2024-02-06 15:00:00,1,2024-02-08 22:00:00,1,2024-02-09 09:00:00,1,2024-02-10 23:00:00
6396,IN,gateway,pro,2024-01-08,1,2024-01-08 12:00:00,1,2024-01-10 06:00:00,0,,0,
6397,IN,sensor,pro,2024-03-15,1,2024-03-15 16:00:00,1,2024-03-17 16:00:00,1,2024-03-17 20:00:00,0,
6398,IN,sensor,pro,2024-05-24,1,2024-05-26 12:00:00,1,2024-05-27 11:00:00,0,,0,
6399,IN,tracker,pro,2024-03-20,1,2024-03-22 08:00:00,1,2024-03-22 12:00:00,1,2024-03-22 15:00:00,1,2024-03-24 23:00:00
6400,UK,sensor,enterprise,2024-01-20,1,2024-01-20 03:00:00,1,2024-01-22 20:00:00,1,2024-01-24 08:00:00,1,2024-01-25 22:00:00
6401,US,gateway,enterprise,2024-03-18,1,2024-03-20 04:00:00,1,2024-03-20 14:00:00,0,,0,
6402,UK,gateway,pro,2024-01-22,1,2024-01-22 16:00:00,1,2024-01-23 06:00:00,1,2024-01-24 02:00:00,0,
6403,DE,tracker,free,2024-06-30,1,2024-07-01 22:00:00,1,2024-07-03 10:00:00,1,2024-07-03 15:00:00,0,
6404,UK,gateway,free,2024-04-22,1,2024-04-23 07:00:00,1,2024-04-24 11:00:00,0,,0,
6405,DE,sensor,pro,2024-03-11,1,2024-03-11 01:00:00,1,2024-03-13 12:00:00,0,,0,
6406,UK,sensor,free,2024-03-17,1,2024-03-19 07:00:00,0,,0,,0,
6407,IN,tracker,free,2024-04-24,1,2024-04-25 06:00:00,0,,0,,0,
6408,IN,tracker,free,2024-03-21,0,2024-03-21 16:00:00,0,,0,,0,
6409,US,sensor,pro,2024-06-07,1,2024-06-09 20:00:00,1,2024-06-11 09:00:00,0,,0,
6410,FR,gateway,pro,2024-03-25,1,2024-03-26 16:00:00,1,2024-03-29 06:00:00,1,2024-03-31 11:00:00,1,2024-04-01 13:00:00
6411,DE,sensor,free,2024-05-20,1,2024-05-20 17:00:00,1,2024-05-22 00:00:00,0,,0,
6412,IN,tracker,free,2024-04-22,1,2024-04-23 02:00:00,1,2024-04-24 06:00:00,0,,0,
6413,UK,tracker,pro,2024-01-29,1,2024-01-30 11:00:00,0,,0,,0,
6414,IN,tracker,enterprise,2024-05-17,1,2024-05-17 15:00:00,1,2024-05-19 03:00:00,0,,0,
6415,DE,tracker,free,2024-06-09,0,2024-06-10 03:00:00,0,,0,,0,
6416,IN,tracker,free,2024-05-22,1,2024-05-22 15:00:00,0,,0,,0,
6417,IN,sensor,pro,2024-05-02,1,2024-05-02 04:00:00,0,,0,,0,
6418,FR,tracker,pro,2024-04-16,1,2024-04-18 17:00:00,1,2024-04-19 15:00:00,0,,0,
6419,UK,gateway,pro,2024-03-17,1,2024-03-18 01:00:00,1,2024-03-20 03:00:00,1,2024-03-20 05:00:00,0,
6420,US,tracker,pro,2024-02-04,1,2024-02-04 08:00:00,1,2024-02-05 19:00:00,1,2024-02-07 20:00:00,0,
6421,FR,gateway,pro,2024-02-23,1,2024-02-25 01:00:00,0,,0,,0,
6422,IN,sensor,free,2024-05-28,1,2024-05-28 17:00:00,0,,0,,0,
6423,DE,gateway,free,2024-06-06,1,2024-06-07 04:00:00,0,,0,,0,
6424,IN,gateway,pro,2024-04-21,1,2024-04-23 22:00:00,1,2024-04-26 09:00:00,0,,0,
6425,IN,sensor,pro,2024-06-22,1,2024-06-22 06:00:00,0,,0,,0,
6426,DE,sensor,pro,2024-02-11,1,2024-02-13 07:00:00,1,2024-02-15 03:00:00,0,,0,
6427,FR,gateway,enterprise,2024-06-25,1,2024-06-25 01:00:00,1,2024-06-26 02:00:00,1,2024-06-27 22:00:00,0,
6428,UK,sensor,pro,2024-05-31,1,2024-06-02 19:00:00,1,2024-06-03 11:00:00,1,2024-06-05 22:00:00,1,2024-06-08 08:00:00
6429,IN,sensor,pro,2024-03-09,1,2024-03-11 04:00:00,1,2024-03-12 00:00:00,1,2024-03-13 10:00:00,1,2024-03-14 02:00:00
6430,US,sensor,free,2024-05-13,0,2024-05-14 16:00:00,0,,0,,0,
6431,US,tracker,free,2024-05-09,0,2024-05-09 16:00:00,0,,0,,0,
6432,FR,gateway,pro,2024-04-30,1,2024-04-30 16:00:00,1,2024-05-02 03:00:00,1,2024-05-03 14:00:00,0,
6433,UK,sensor,free,2024-01-03,1,2024-01-03 15:00:00,1,2024-01-04 03:00:00,1,2024-01-04 05:00:00,0,
6434,US,gateway,free,2024-02-22,1,2024-02-23 17:00:00,1,2024-02-26 08:00:00,1,2024-02-28 04:00:00,0,
6435,UK,gateway,enterprise,2024-01-10,1,2024-01-10 10:00:00,1,2024-01-10 14:00:00,0,,0,
6436,US,sensor,pro,2024-01-24,1,2024-01-26 12:00:00,1,2024-01-28 00:00:00,1,2024-01-29 21:00:00,1,2024-01-30 11:00:00
6437,US,sensor,free,2024-04-21,1,2024-04-21 12:00:00,0,,0,,0,
6438,DE,gateway,pro,2024-06-09,1,2024-06-10 13:00:00,0,,0,,0,
6439,DE,sensor,free,2024-03-24,1,2024-03-24 14:00:00,1,2024-03-26 19:00:00,0,,0,
6440,US,gateway,free,2024-01-22,1,2024-01-23 01:00:00,0,,0,,0,
6441,IN,sensor,pro,2024-03-01,1,2024-03-03 05:00:00,1,2024-03-05 16:00:00,0,,0,
